triplets,co
"('1-4966C', 'mlg66', '1-4052')",1
"('1-6181C', '1-9001C', 'mlg18')",1
"('mlg02', '1-6181C', '1-1015')",1
"('1-1015', 'mlg02', '1-6181C')",1
"('1-1015', '1-6181C', 'mlg02')",1
"('1-6181C', 'mlg02', '1-1015')",1
"('1-6181C', '1-1015', 'mlg02')",1
"('mlg18', '1-9001C', '1-6181C')",1
"('mlg18', '1-6181C', '1-9001C')",1
"('1-9001C', 'mlg18', '1-6181C')",1
"('1-9001C', '1-6181C', 'mlg18')",1
"('1-6181C', 'mlg18', '1-9001C')",1
"('mlg65', 'mlg19', '1-18799')",1
"('1-5857', '1-7981', '1-8420')",1
"('mlg65', 'mlg19', '1-5494C')",1
"('mlg65', '1-18799', 'mlg19')",1
"('mlg65', '1-18799', '1-5494C')",1
"('mlg65', '1-5494C', 'mlg19')",1
"('mlg65', '1-5494C', '1-18799')",1
"('mlg19', 'mlg65', '1-18799')",1
"('mlg19', 'mlg65', '1-5494C')",1
"('mlg19', '1-18799', 'mlg65')",1
"('mlg19', '1-18799', '1-5494C')",1
"('mlg19', '1-5494C', 'mlg65')",1
"('mlg02', '1-1015', '1-6181C')",1
"('1-5857', '1-7981', 'mlg52')",1
"('1-18799', 'mlg65', 'mlg19')",1
"('1-7981', '1-5857', 'mlg53')",1
"('mlg52', '1-5857', '1-7981')",1
"('1-8420', 'mlg53', '1-5857')",1
"('1-8420', 'mlg52', '1-5857')",1
"('1-8420', '1-7981', '1-5857')",1
"('1-8420', '1-5857', 'mlg53')",1
"('1-8420', '1-5857', 'mlg52')",1
"('1-8420', '1-5857', '1-7981')",1
"('1-7981', 'mlg53', '1-5857')",1
"('1-7981', 'mlg52', '1-5857')",1
"('1-7981', '1-8420', '1-5857')",1
"('1-7981', '1-5857', 'mlg52')",1
"('1-5857', '1-7981', 'mlg53')",1
"('1-7981', '1-5857', '1-8420')",1
"('1-5857', 'mlg53', 'mlg52')",1
"('1-5857', 'mlg53', '1-8420')",1
"('1-5857', 'mlg53', '1-7981')",1
"('1-5857', 'mlg52', 'mlg53')",1
"('1-5857', 'mlg52', '1-8420')",1
"('1-5857', 'mlg52', '1-7981')",1
"('1-5857', '1-8420', 'mlg53')",1
"('1-5857', '1-8420', 'mlg52')",1
"('1-5857', '1-8420', '1-7981')",1
"('mlg19', '1-5494C', '1-18799')",1
"('1-18799', 'mlg65', '1-5494C')",1
"('mlg52', '1-5857', 'mlg53')",1
"('1-5099', '1-7863C', '1-7140C')",1
"('1-7833C', '1-4114', '1-6948C')",1
"('1-7833C', '1-8771C', '1-4114')",1
"('1-7833C', '1-6948C', '1-4114')",1
"('1-6948C', '1-4114', '1-8771C')",1
"('1-6948C', '1-4114', '1-7833C')",1
"('1-6948C', '1-8771C', '1-4114')",1
"('1-6948C', '1-7833C', '1-4114')",1
"('1-5099', '1-9283C', '1-7863C')",1
"('1-5099', '1-9283C', '1-7140C')",1
"('1-5099', '1-7863C', '1-9283C')",1
"('1-5099', '1-7863C', '1-6098C')",1
"('1-8771C', '1-6948C', '1-4114')",1
"('1-5099', '1-7140C', '1-9283C')",1
"('1-5099', '1-7140C', '1-7863C')",1
"('1-5099', '1-7140C', '1-6098C')",1
"('1-5099', '1-6098C', '1-7863C')",1
"('1-5099', '1-6098C', '1-7140C')",1
"('1-9283C', '1-5099', '1-7863C')",1
"('1-9283C', '1-5099', '1-7140C')",1
"('1-9283C', '1-7863C', '1-5099')",1
"('1-9283C', '1-7140C', '1-5099')",1
"('1-7863C', '1-5099', '1-9283C')",1
"('1-7833C', '1-4114', '1-8771C')",1
"('1-8771C', '1-7833C', '1-4114')",1
"('1-18799', 'mlg19', 'mlg65')",1
"('1-1605', '1-2151C', '1-10078')",1
"('1-18799', 'mlg19', '1-5494C')",1
"('1-18799', '1-5494C', 'mlg65')",1
"('1-18799', '1-5494C', 'mlg19')",1
"('1-5494C', 'mlg65', 'mlg19')",1
"('1-5494C', 'mlg65', '1-18799')",1
"('1-5494C', 'mlg19', 'mlg65')",1
"('1-5494C', 'mlg19', '1-18799')",1
"('1-5494C', '1-18799', 'mlg65')",1
"('1-5494C', '1-18799', 'mlg19')",1
"('1-1605', '1-10078', '1-2151C')",1
"('1-10078', '1-1605', '1-2151C')",1
"('1-8771C', '1-4114', '1-6948C')",1
"('1-10078', '1-2151C', '1-1605')",1
"('1-2151C', '1-1605', '1-10078')",1
"('1-2151C', '1-10078', '1-1605')",1
"('1-4114', '1-8771C', '1-7833C')",1
"('1-4114', '1-8771C', '1-6948C')",1
"('1-4114', '1-7833C', '1-8771C')",1
"('1-4114', '1-7833C', '1-6948C')",1
"('1-4114', '1-6948C', '1-8771C')",1
"('1-4114', '1-6948C', '1-7833C')",1
"('1-8771C', '1-4114', '1-7833C')",1
"('mlg52', '1-5857', '1-8420')",1
"('mlg52', '1-7981', '1-5857')",1
"('1-4966C', 'mlg66', '1-8038')",1
"('mlg20', '1-0303C', '1-9156C')",1
"('1-18780', '1-5493C', 'mlg45')",1
"('1-5493C', 'mlg48', 'mlg45')",1
"('1-5493C', 'mlg48', '1-18780')",1
"('1-5493C', 'mlg45', 'mlg48')",1
"('1-5493C', 'mlg45', '1-18780')",1
"('1-5493C', '1-18780', 'mlg48')",1
"('1-5493C', '1-18780', 'mlg45')",1
"('mlg20', '1-4052', '1-0303C')",1
"('mlg20', '1-9156C', '1-0303C')",1
"('mlg20', '1-0303C', '1-4052')",1
"('1-4052', 'mlg20', '1-0303C')",1
"('1-18780', 'mlg45', '1-5493C')",1
"('1-4052', '1-9156C', '1-0303C')",1
"('1-4052', '1-0303C', 'mlg20')",1
"('1-4052', '1-0303C', '1-9156C')",1
"('1-9156C', 'mlg20', '1-0303C')",1
"('1-9156C', '1-4052', '1-0303C')",1
"('1-9156C', '1-0303C', 'mlg20')",1
"('1-9156C', '1-0303C', '1-4052')",1
"('1-0303C', 'mlg20', '1-4052')",1
"('1-0303C', 'mlg20', '1-9156C')",1
"('1-0303C', '1-4052', 'mlg20')",1
"('1-18780', '1-5493C', 'mlg48')",1
"('1-18780', 'mlg48', '1-5493C')",1
"('1-0303C', '1-9156C', 'mlg20')",1
"('1-9356C', '1-6098C', '1-2245')",1
"('1-2245', 'mlg77', '1-9105')",1
"('mlg77', '1-9105', '1-2245')",1
"('mlg77', '1-2245', '1-9105')",1
"('1-2245', '1-9356C', '1-6139C')",1
"('1-2245', '1-9356C', '1-6098C')",1
"('1-2245', '1-6139C', '1-9356C')",1
"('1-2245', '1-6098C', '1-9356C')",1
"('1-9356C', '1-2245', '1-6139C')",1
"('1-9356C', '1-2245', '1-6098C')",1
"('1-9356C', '1-6139C', '1-2245')",1
"('1-6139C', '1-2245', '1-9356C')",1
"('mlg45', '1-5493C', '1-18780')",1
"('1-6139C', '1-9356C', '1-2245')",1
"('1-6098C', '1-2245', '1-9356C')",1
"('1-6098C', '1-9356C', '1-2245')",1
"('mlg48', 'mlg45', '1-5493C')",1
"('mlg48', '1-18780', '1-5493C')",1
"('mlg48', '1-5493C', 'mlg45')",1
"('mlg48', '1-5493C', '1-18780')",1
"('mlg45', 'mlg48', '1-5493C')",1
"('mlg45', '1-18780', '1-5493C')",1
"('mlg45', '1-5493C', 'mlg48')",1
"('1-0303C', '1-4052', '1-9156C')",1
"('1-0303C', '1-9156C', '1-4052')",1
"('mlg52', '1-8420', '1-5857')",1
"('1-19443', '1-7866C', '1-6108')",1
"('1-6108', '1-19443', '1-7866C')",1
"('1-6108', '1-7866C', '1-5653')",1
"('1-6108', '1-7866C', '1-19443')",1
"('1-5653', '1-6108', '1-19443')",1
"('1-5653', '1-6108', '1-7866C')",1
"('1-5653', '1-19443', '1-6108')",1
"('1-5653', '1-7866C', '1-6108')",1
"('1-19443', '1-6108', '1-5653')",1
"('1-19443', '1-6108', '1-7866C')",1
"('1-19443', '1-5653', '1-6108')",1
"('1-7866C', '1-6108', '1-5653')",1
"('1-6108', '1-5653', '1-7866C')",1
"('1-7866C', '1-6108', '1-19443')",1
"('1-7866C', '1-5653', '1-6108')",1
"('1-7866C', '1-19443', '1-6108')",1
"('mlg53', 'mlg52', '1-5857')",1
"('mlg53', '1-8420', '1-5857')",1
"('mlg53', '1-7981', '1-5857')",1
"('mlg53', '1-5857', 'mlg52')",1
"('mlg53', '1-5857', '1-8420')",1
"('mlg53', '1-5857', '1-7981')",1
"('mlg52', 'mlg53', '1-5857')",1
"('1-6108', '1-19443', '1-5653')",1
"('1-6108', '1-5653', '1-19443')",1
"('mlg13', '1-8859C', '1-8843C')",1
"('1-8859C', '1-0053C', '1-8843C')",1
"('mlg13', '1-8859C', '1-0053C')",1
"('mlg13', '1-8843C', '1-8859C')",1
"('mlg13', '1-8843C', '1-0053C')",1
"('mlg13', '1-0053C', '1-8859C')",1
"('mlg13', '1-0053C', '1-8843C')",1
"('1-8859C', 'mlg13', '1-8843C')",1
"('1-8859C', 'mlg13', '1-0053C')",1
"('1-8859C', '1-8843C', 'mlg13')",1
"('1-8859C', '1-8843C', '1-0053C')",1
"('1-8859C', '1-0053C', 'mlg13')",1
"('1-8843C', 'mlg13', '1-8859C')",1
"('1-0053C', '1-8843C', '1-8859C')",1
"('1-8843C', 'mlg13', '1-0053C')",1
"('1-8843C', '1-8859C', 'mlg13')",1
"('1-8843C', '1-8859C', '1-0053C')",1
"('1-8843C', '1-0053C', 'mlg13')",1
"('1-8843C', '1-0053C', '1-8859C')",1
"('1-0053C', 'mlg13', '1-8859C')",1
"('1-0053C', 'mlg13', '1-8843C')",1
"('1-0053C', '1-8859C', 'mlg13')",1
"('1-0053C', '1-8859C', '1-8843C')",1
"('1-0053C', '1-8843C', 'mlg13')",1
"('1-7863C', '1-5099', '1-7140C')",1
"('1-7863C', '1-5099', '1-6098C')",1
"('1-7863C', '1-9283C', '1-5099')",1
"('1-9277C', '1-18799', 'mlg66')",1
"('1-18799', '1-9277C', 'mlg49')",1
"('1-18799', '1-9277C', '1-7866C')",1
"('1-18799', '1-7866C', 'mlg66')",1
"('1-18799', '1-7866C', '1-9277C')",1
"('1-9277C', 'mlg66', 'mlg49')",1
"('1-9277C', 'mlg66', '1-18799')",1
"('1-9277C', 'mlg66', '1-7866C')",1
"('1-9277C', 'mlg49', 'mlg66')",1
"('1-9277C', 'mlg49', '1-18799')",1
"('1-9277C', 'mlg49', '1-7866C')",1
"('1-9277C', '1-18799', 'mlg49')",1
"('1-18799', 'mlg49', '1-9277C')",1
"('1-9277C', '1-18799', '1-7866C')",1
"('1-9277C', '1-7866C', 'mlg66')",1
"('1-9277C', '1-7866C', 'mlg49')",1
"('1-9277C', '1-7866C', '1-18799')",1
"('1-7866C', 'mlg66', 'mlg49')",1
"('1-7866C', 'mlg66', '1-18799')",1
"('1-7866C', 'mlg66', '1-9277C')",1
"('1-7866C', 'mlg49', 'mlg66')",1
"('1-7866C', 'mlg49', '1-9277C')",1
"('1-7866C', '1-18799', 'mlg66')",1
"('1-18799', '1-9277C', 'mlg66')",1
"('1-18799', 'mlg49', 'mlg66')",1
"('1-7866C', '1-9277C', 'mlg66')",1
"('mlg49', 'mlg66', '1-18799')",1
"('mlg66', 'mlg49', '1-7866C')",1
"('mlg66', '1-18799', 'mlg49')",1
"('mlg66', '1-18799', '1-9277C')",1
"('mlg66', '1-18799', '1-7866C')",1
"('mlg66', '1-9277C', 'mlg49')",1
"('mlg66', '1-9277C', '1-18799')",1
"('mlg66', '1-9277C', '1-7866C')",1
"('mlg66', '1-7866C', 'mlg49')",1
"('mlg66', '1-7866C', '1-18799')",1
"('mlg66', '1-7866C', '1-9277C')",1
"('mlg49', 'mlg66', '1-9277C')",1
"('1-18799', 'mlg66', '1-7866C')",1
"('mlg49', 'mlg66', '1-7866C')",1
"('mlg49', '1-18799', 'mlg66')",1
"('mlg49', '1-18799', '1-9277C')",1
"('mlg49', '1-9277C', 'mlg66')",1
"('mlg49', '1-9277C', '1-18799')",1
"('mlg49', '1-9277C', '1-7866C')",1
"('mlg49', '1-7866C', 'mlg66')",1
"('mlg49', '1-7866C', '1-9277C')",1
"('1-18799', 'mlg66', 'mlg49')",1
"('1-18799', 'mlg66', '1-9277C')",1
"('1-7866C', '1-18799', '1-9277C')",1
"('1-7866C', '1-9277C', 'mlg49')",1
"('1-7863C', '1-7140C', '1-5099')",1
"('1-4052', 'mlg66', '1-8038')",1
"('1-8038', 'mlg66', '1-4929C')",1
"('1-8038', '1-4052', 'mlg66')",1
"('1-8038', '1-4052', '1-4966C')",1
"('1-8038', '1-4052', '1-4929C')",1
"('1-8038', '1-4966C', 'mlg66')",1
"('1-8038', '1-4966C', '1-4052')",1
"('1-8038', '1-4966C', '1-4929C')",1
"('1-8038', '1-4929C', 'mlg66')",1
"('1-8038', '1-4929C', '1-4052')",1
"('1-8038', '1-4929C', '1-4966C')",1
"('1-4052', 'mlg66', '1-4966C')",1
"('1-8038', 'mlg66', '1-4052')",1
"('1-4052', 'mlg66', '1-4929C')",1
"('1-4052', '1-8038', 'mlg66')",1
"('1-4052', '1-8038', '1-4966C')",1
"('1-4052', '1-8038', '1-4929C')",1
"('1-4052', '1-4966C', 'mlg66')",1
"('1-4052', '1-4966C', '1-8038')",1
"('1-4052', '1-4966C', '1-4929C')",1
"('1-4052', '1-4929C', 'mlg66')",1
"('1-4052', '1-4929C', '1-8038')",1
"('1-4052', '1-4929C', '1-4966C')",1
"('1-8038', 'mlg66', '1-4966C')",1
"('mlg66', '1-4929C', '1-4966C')",1
"('1-7866C', '1-9277C', '1-18799')",1
"('1-3604', 'mlg28', 'mlg11')",1
"('mlg20', '1-2113', '1-1258C')",1
"('mlg20', '1-1258C', '1-2113')",1
"('1-2113', 'mlg20', '1-1258C')",1
"('1-2113', '1-1258C', 'mlg20')",1
"('1-1258C', 'mlg20', '1-2113')",1
"('1-1258C', '1-2113', 'mlg20')",1
"('mlg28', 'mlg11', '1-3604')",1
"('mlg28', '1-3604', 'mlg11')",1
"('mlg11', 'mlg28', '1-3604')",1
"('mlg11', '1-3604', 'mlg28')",1
"('1-3604', 'mlg11', 'mlg28')",1
"('mlg66', '1-4929C', '1-4052')",1
"('mlg66', '1-8038', '1-4052')",1
"('mlg66', '1-8038', '1-4966C')",1
"('mlg66', '1-8038', '1-4929C')",1
"('mlg66', '1-4052', '1-8038')",1
"('mlg66', '1-4052', '1-4966C')",1
"('mlg66', '1-4052', '1-4929C')",1
"('mlg66', '1-4966C', '1-8038')",1
"('mlg66', '1-4966C', '1-4052')",1
"('mlg66', '1-4966C', '1-4929C')",1
"('mlg66', '1-4929C', '1-8038')",1
"('mlg66', 'mlg49', '1-9277C')",1
"('mlg66', 'mlg49', '1-18799')",1
"('1-1462C', '1-7807C', '1-1404')",1
"('1-7561', '1-0053C', '1-6181C')",1
"('1-9283C', '1-8038', '1-19443')",1
"('1-9283C', '1-3640', '1-8038')",1
"('1-9283C', '1-19443', '1-8038')",1
"('1-7561', '1-6181C', '1-1350C')",1
"('1-7561', '1-6181C', '1-1165C')",1
"('1-7561', '1-6181C', '1-0053C')",1
"('1-7561', '1-1350C', '1-6181C')",1
"('1-7561', '1-1350C', '1-0053C')",1
"('1-7561', '1-1165C', '1-6181C')",1
"('1-7561', '1-1165C', '1-0053C')",1
"('1-7561', '1-0053C', '1-1350C')",1
"('1-19443', '1-9283C', '1-8038')",1
"('1-7561', '1-0053C', '1-1165C')",1
"('1-6181C', '1-7561', '1-1350C')",1
"('1-6181C', '1-7561', '1-1165C')",1
"('1-6181C', '1-7561', '1-0053C')",1
"('1-6181C', '1-1350C', '1-7561')",1
"('1-6181C', '1-1165C', '1-7561')",1
"('1-6181C', '1-1165C', '1-0053C')",1
"('1-6181C', '1-0053C', '1-7561')",1
"('1-6181C', '1-0053C', '1-1165C')",1
"('1-1350C', '1-7561', '1-6181C')",1
"('1-9283C', '1-8038', '1-3640')",1
"('1-19443', '1-3640', '1-8038')",1
"('1-1462C', '1-1404', '1-7807C')",1
"('1-6098C', '1-7140C', '1-5099')",1
"('1-7863C', '1-6098C', '1-5099')",1
"('1-7140C', '1-5099', '1-9283C')",1
"('1-7140C', '1-5099', '1-7863C')",1
"('1-7140C', '1-5099', '1-6098C')",1
"('1-7140C', '1-9283C', '1-5099')",1
"('1-7140C', '1-7863C', '1-5099')",1
"('1-7140C', '1-6098C', '1-5099')",1
"('1-6098C', '1-5099', '1-7863C')",1
"('1-6098C', '1-5099', '1-7140C')",1
"('1-6098C', '1-7863C', '1-5099')",1
"('1-8038', '1-3640', '1-19443')",1
"('1-19443', '1-8038', '1-9283C')",1
"('1-8038', '1-3640', '1-9283C')",1
"('1-8038', '1-19443', '1-3640')",1
"('1-8038', '1-19443', '1-9283C')",1
"('1-8038', '1-9283C', '1-3640')",1
"('1-8038', '1-9283C', '1-19443')",1
"('1-3640', '1-8038', '1-19443')",1
"('1-3640', '1-8038', '1-9283C')",1
"('1-3640', '1-19443', '1-8038')",1
"('1-3640', '1-9283C', '1-8038')",1
"('1-19443', '1-8038', '1-3640')",1
"('1-1350C', '1-7561', '1-0053C')",1
"('1-1350C', '1-6181C', '1-7561')",1
"('1-1350C', '1-1165C', '1-0053C')",1
"('1-7866C', 'mlg29', '1-8341C')",1
"('mlg08', '1-3640', '1-2522')",1
"('mlg08', '1-2522', '1-3640')",1
"('1-3640', 'mlg08', '1-2522')",1
"('1-3640', '1-2522', 'mlg08')",1
"('1-2522', 'mlg08', '1-3640')",1
"('1-2522', '1-3640', 'mlg08')",1
"('mlg29', '1-8341C', '1-7866C')",1
"('mlg29', '1-7866C', '1-8341C')",1
"('1-8341C', 'mlg29', '1-7866C')",1
"('1-8341C', '1-7866C', 'mlg29')",1
"('1-7866C', '1-8341C', 'mlg29')",1
"('1-1350C', '1-0053C', '1-7561')",1
"('1-3564', '1-17127', '1-5888C')",1
"('1-3564', '1-5888C', '1-17127')",1
"('1-17127', '1-3564', '1-5888C')",1
"('1-17127', '1-5888C', '1-3564')",1
"('1-5888C', '1-3564', '1-17127')",1
"('1-5888C', '1-17127', '1-3564')",1
"('1-1404', '1-7807C', '1-1462C')",1
"('1-1404', '1-1462C', '1-7807C')",1
"('1-7807C', '1-1404', '1-1462C')",1
"('1-7807C', '1-1462C', '1-1404')",1
"('1-0205C', '1-7176C', '1-8067C')",1
"('1-0205C', '1-8067C', '1-7176C')",1
"('1-7176C', '1-0205C', '1-8067C')",1
"('1-7176C', '1-8067C', '1-0205C')",1
"('1-1350C', '1-0053C', '1-1165C')",1
"('1-1165C', '1-7561', '1-6181C')",1
"('1-1165C', '1-7561', '1-0053C')",1
"('1-1165C', '1-6181C', '1-7561')",1
"('1-1165C', '1-6181C', '1-0053C')",1
"('1-1165C', '1-1350C', '1-0053C')",1
"('1-1165C', '1-0053C', '1-7561')",1
"('1-1165C', '1-0053C', '1-6181C')",1
"('1-1165C', '1-0053C', '1-1350C')",1
"('1-0053C', '1-7561', '1-6181C')",1
"('1-0053C', '1-7561', '1-1350C')",1
"('1-0053C', '1-7561', '1-1165C')",1
"('1-0053C', '1-6181C', '1-7561')",1
"('1-0053C', '1-6181C', '1-1165C')",1
"('1-0053C', '1-1350C', '1-7561')",1
"('1-0053C', '1-1350C', '1-1165C')",1
"('1-0053C', '1-1165C', '1-7561')",1
"('1-0053C', '1-1165C', '1-6181C')",1
"('1-0053C', '1-1165C', '1-1350C')",1
"('1-8067C', '1-7176C', '1-0205C')",1
"('1-8067C', '1-0205C', '1-7176C')",1
"('1-3638', '1-6098C', 'mlg36')",1
"('1-6098C', '1-3638', 'mlg36')",1
"('1-5775C', '1-9283C', '1-3880')",1
"('1-1595', '1-3716', '1-8974')",1
"('1-1482C', '1-5337', '1-8193C')",1
"('1-1482C', '1-10394', '1-5337')",1
"('1-1482C', '1-10394', '1-8193C')",1
"('1-1482C', '1-8193C', '1-5337')",1
"('1-1482C', '1-8193C', '1-10394')",1
"('1-8974', '1-3716', '1-1595')",1
"('1-8974', '1-1595', '1-3716')",1
"('1-3716', '1-8974', '1-1595')",1
"('1-3716', '1-1595', '1-8974')",1
"('1-1595', '1-8974', '1-3716')",1
"('1-8974', '1-5579', '1-1258C')",1
"('1-8193C', '1-1482C', '1-10394')",1
"('1-8974', '1-1258C', '1-5579')",1
"('1-5579', '1-8974', '1-1258C')",1
"('1-5579', '1-1258C', '1-8974')",1
"('1-1258C', '1-8974', '1-5579')",1
"('1-1258C', '1-5579', '1-8974')",1
"('1-2113', '1-6181C', '1-4966C')",1
"('1-2113', '1-4966C', '1-6181C')",1
"('1-6181C', '1-2113', '1-4966C')",1
"('1-6181C', '1-4966C', '1-2113')",1
"('1-4966C', '1-2113', '1-6181C')",1
"('1-1482C', '1-5337', '1-10394')",1
"('1-8193C', '1-1482C', '1-5337')",1
"('1-8352', '1-8341C', 'mlg56')",1
"('1-5337', '1-8193C', '1-1482C')",1
"('1-1350C', '1-4052', '1-9156C')",1
"('1-1350C', '1-2410', 'mlg04')",1
"('1-1350C', '1-2410', '1-4052')",1
"('1-1350C', '1-2410', '1-9156C')",1
"('1-1350C', '1-9156C', 'mlg04')",1
"('1-1350C', '1-9156C', '1-4052')",1
"('1-1350C', '1-9156C', '1-2410')",1
"('1-5337', '1-10394', '1-8193C')",1
"('1-5337', '1-10394', '1-1482C')",1
"('1-5337', '1-8193C', '1-10394')",1
"('1-5337', '1-1482C', '1-10394')",1
"('1-8193C', '1-10394', '1-1482C')",1
"('1-5337', '1-1482C', '1-8193C')",1
"('1-10394', '1-5337', '1-8193C')",1
"('1-10394', '1-5337', '1-1482C')",1
"('1-10394', '1-8193C', '1-5337')",1
"('1-10394', '1-8193C', '1-1482C')",1
"('1-10394', '1-1482C', '1-5337')",1
"('1-10394', '1-1482C', '1-8193C')",1
"('1-8193C', '1-5337', '1-10394')",1
"('1-8193C', '1-5337', '1-1482C')",1
"('1-8193C', '1-10394', '1-5337')",1
"('1-4966C', '1-6181C', '1-2113')",1
"('1-8352', '1-8341C', '1-0053C')",1
"('1-1350C', '1-4052', 'mlg04')",1
"('1-4052', '1-2410', 'mlg45')",1
"('1-9367C', '1-6787C', '1-8706C')",1
"('1-8706C', '1-10152', '1-9367C')",1
"('1-8706C', '1-9367C', '1-10152')",1
"('1-8706C', '1-9367C', '1-6787C')",1
"('1-8706C', '1-6787C', '1-9367C')",1
"('1-6787C', '1-9367C', '1-8706C')",1
"('1-6787C', '1-8706C', '1-9367C')",1
"('mlg45', '1-4052', '1-2410')",1
"('mlg45', '1-2410', '1-4052')",1
"('1-4052', 'mlg45', '1-2410')",1
"('1-2410', 'mlg45', '1-4052')",1
"('1-9367C', '1-8706C', '1-10152')",1
"('1-2410', '1-4052', 'mlg45')",1
"('mlg11', '7W2-11483', '1-6532C')",1
"('mlg11', '1-6532C', '7W2-11483')",1
"('7W2-11483', 'mlg11', '1-6532C')",1
"('7W2-11483', '1-6532C', 'mlg11')",1
"('1-6532C', 'mlg11', '7W2-11483')",1
"('1-6532C', '7W2-11483', 'mlg11')",1
"('1-9277C', '1-8818C', '1-6061C')",1
"('1-9277C', '1-6061C', '1-8818C')",1
"('1-8818C', '1-9277C', '1-6061C')",1
"('1-9367C', '1-8706C', '1-6787C')",1
"('1-9367C', '1-10152', '1-8706C')",1
"('1-8352', 'mlg56', '1-8341C')",1
"('mlg56', '1-8352', '1-0053C')",1
"('1-8352', 'mlg56', '1-0053C')",1
"('1-8352', '1-0053C', '1-8341C')",1
"('1-8352', '1-0053C', 'mlg56')",1
"('1-8341C', '1-8352', 'mlg56')",1
"('1-8341C', '1-8352', '1-0053C')",1
"('1-8341C', 'mlg56', '1-8352')",1
"('1-8341C', 'mlg56', '1-0053C')",1
"('1-8341C', '1-0053C', '1-8352')",1
"('1-8341C', '1-0053C', 'mlg56')",1
"('mlg56', '1-8352', '1-8341C')",1
"('mlg56', '1-8341C', '1-8352')",1
"('1-10152', '1-8706C', '1-9367C')",1
"('mlg56', '1-8341C', '1-0053C')",1
"('mlg56', '1-0053C', '1-8352')",1
"('mlg56', '1-0053C', '1-8341C')",1
"('1-0053C', '1-8352', '1-8341C')",1
"('1-0053C', '1-8352', 'mlg56')",1
"('1-0053C', '1-8341C', '1-8352')",1
"('1-0053C', '1-8341C', 'mlg56')",1
"('1-0053C', 'mlg56', '1-8352')",1
"('1-0053C', 'mlg56', '1-8341C')",1
"('1-10152', '1-9367C', '1-8706C')",1
"('1-1350C', '1-4052', '1-2410')",1
"('1-1350C', 'mlg04', '1-9156C')",1
"('1-6061C', '1-9277C', '1-8818C')",1
"('1-2410', 'mlg47', 'mlg52')",1
"('1-7140C', '1-7866C', '1-8868C')",1
"('mlg53', 'mlg52', '1-2410')",1
"('mlg53', '1-2410', 'mlg52')",1
"('mlg52', 'mlg53', '1-2410')",1
"('mlg52', '1-2410', 'mlg53')",1
"('mlg52', '1-2410', 'mlg47')",1
"('mlg52', 'mlg47', '1-2410')",1
"('1-2410', 'mlg53', 'mlg52')",1
"('1-2410', 'mlg52', 'mlg53')",1
"('1-2410', 'mlg52', 'mlg47')",1
"('mlg47', 'mlg52', '1-2410')",1
"('1-7140C', '1-8868C', '1-9518')",1
"('mlg47', '1-2410', 'mlg52')",1
"('1-4041', '1-3564', '1-1317C')",1
"('1-4041', '1-1317C', '1-3564')",1
"('1-3564', '1-4041', '1-1317C')",1
"('1-3564', '1-1317C', '1-4041')",1
"('1-1317C', '1-4041', '1-3564')",1
"('1-1317C', '1-3564', '1-4041')",1
"('1-4041', '1-6098C', '1-1317C')",1
"('1-4041', '1-1317C', '1-6098C')",1
"('1-6098C', '1-4041', '1-1317C')",1
"('1-7140C', '1-8868C', '1-7866C')",1
"('1-7140C', '1-9518', '1-8868C')",1
"('1-1317C', '1-4041', '1-6098C')",1
"('1-9518', '1-8868C', '1-7140C')",1
"('1-1165C', '1-3638', '1-4975')",1
"('1-1165C', '1-3638', '1-9286C')",1
"('1-1165C', '1-3638', '1-9109C')",1
"('1-1165C', '1-9286C', '1-4975')",1
"('1-1165C', '1-9286C', '1-3638')",1
"('1-1165C', '1-9286C', '1-9109C')",1
"('1-1165C', '1-9109C', '1-4975')",1
"('1-1165C', '1-9109C', '1-3638')",1
"('1-1165C', '1-9109C', '1-9286C')",1
"('1-9518', '1-8868C', '1-7866C')",1
"('1-9518', '1-7866C', '1-8868C')",1
"('1-7866C', '1-7140C', '1-8868C')",1
"('1-9518', '1-7140C', '1-8868C')",1
"('1-8868C', '1-9518', '1-7866C')",1
"('1-8868C', '1-9518', '1-7140C')",1
"('1-8868C', '1-7866C', '1-9518')",1
"('1-8868C', '1-7866C', '1-7140C')",1
"('1-8868C', '1-7140C', '1-9518')",1
"('1-8868C', '1-7140C', '1-7866C')",1
"('1-7866C', '1-9518', '1-8868C')",1
"('1-7866C', '1-8868C', '1-9518')",1
"('1-7866C', '1-8868C', '1-7140C')",1
"('1-6098C', '1-1317C', '1-4041')",1
"('1-1317C', '1-6098C', '1-4041')",1
"('1-1350C', 'mlg04', '1-2410')",1
"('1-9156C', 'mlg04', '1-2410')",1
"('1-2410', '1-4052', 'mlg04')",1
"('1-2410', '1-4052', '1-9156C')",1
"('1-2410', '1-4052', '1-1350C')",1
"('1-2410', '1-9156C', 'mlg04')",1
"('1-2410', '1-9156C', '1-4052')",1
"('1-2410', '1-9156C', '1-1350C')",1
"('1-2410', '1-1350C', 'mlg04')",1
"('1-2410', '1-1350C', '1-4052')",1
"('1-2410', '1-1350C', '1-9156C')",1
"('1-9156C', 'mlg04', '1-4052')",1
"('1-9156C', 'mlg04', '1-1350C')",1
"('1-2410', 'mlg04', '1-9156C')",1
"('1-9156C', '1-4052', 'mlg04')",1
"('1-9156C', '1-4052', '1-2410')",1
"('1-9156C', '1-4052', '1-1350C')",1
"('1-9156C', '1-2410', 'mlg04')",1
